idx,sentence,emotion
4402,"hey ma . listen , i made the appointment with dr . bazida , and . excuse me ? did you know this isn ' t ma ?",surprise
4403,her name ' s ronni . she ' s a pet mortician .,neutral
4404,sure . so how long you been .,neutral
4405,"remember when you were a little kid , i used to take you to the navy yard and show you the big ships ?",neutral
4406,since then !,surprise
4407,"no , it ' s only been six years .",neutral
4408,i just wanted to put a nice memory in your head so you ' d know that i wasn ' t always such a terrible guy .,neutral
4409,. joe .,neutral
4410,y ' ever been in love ?,neutral
4411,. i d ' know .,neutral
4412,then y ' haven ' t . you ' re burning your tomatoes .,neutral
4413,you ' re one to talk .,disgust
4414,"joe , your dad ' s in love big time . and the worst part of it is , it ' s with two different women .",neutral
4415,oh man . please tell me one of ' em is ma .,non-neutral
4416,"of course , course one of ' em ' s ma . what ' s the matter with you .",surprise
4417,"everything ' s gonna be all right . okay , dick ?",neutral
4418,"hello , i am guru saj - - whoa ! that ' s supposed to be a duck right ? cause otherwise , this is way out of my league .",surprise
4419,"hey , rach , how was work ?",neutral
4420,"oh , great . although i did sit down where there wasn ' t a chair .",neutral
4421,"by the way , ross dropped by a box of your stuff .",neutral
4422,"oh , well , i guess i had that one coming .",neutral
4423,"i ' m just gonna throw it out , it ' s probably just a bunch of shampoo and .",neutral
4424,something wrong ?,neutral
4425,no . nothing .,neutral
4426,"and then , and then you said that thing about , about bringing the mesozoic era in the 21st century .",neutral
4427,"yeah , that ' s it ?",surprise
4428,yeah .,neutral
4429,yess !,joy
4430,we ' re teeth people zack !,joy
4431,"dude , i am sorry about what i said !",sadness
4432,"no , no , you ' re right , it is a ridiculous name !",non-neutral
4433,it ' s not that bad .,neutral
4434,"yes it is ! from now on , i have no first name .",non-neutral
4435,"so , you ' re just bing ?",neutral
4436,because we won our apartment back !,joy
4437,"what ? ace is high ! jack , queen , king , ace !",surprise
4438,"no ! ace is low ! ace , two , three , four !",non-neutral
4439,i don ' t know . ooh ! ooh ! look it ! ah - ha !,surprise
4440,"all right , cut , let ' s pick again , pick again .",neutral
4441,okay .,neutral
4442,come on apartment ! come on apartment ! oh ! i know queen is high !,non-neutral
4443,"uh - huh , not as high as it worked ! king !",surprise
4444,yeah baby !,joy
4445,"but , we pick again ! we pick again !",joy
4446,why !,neutral
4447,i don ' t know !,non-neutral
4448,tickets please ! that ' s courtside baby !,joy
4449,"seriously , good game though . good game . what are they so mad about ? they get the apartment back !",surprise
4450,no they didn ' t !,non-neutral
4451,"you know , i don ' t think we brought enough stuff . did you forget to pack the baby ' s anvil ?",neutral
4452,it ' s gonna be worth it .,neutral
4453,"it ' s a known fact that women love babies , all right ?",neutral
4454,women love guys who love babies .,neutral
4455,it ' s that whole sensitive thing .,neutral
4456,"quick , aim him at that pack o ' babes over there .",neutral
4457,maybe one of them will break away .,neutral
4458,"no , no wait , for get them , we got one , hard left .",non-neutral
4459,"all right , gimme the baby .",neutral
4460,"no , i got him .",neutral
4461,"no , seriously .",non-neutral
4462,"oh , seriously you want him ?",surprise
4463,hello .,neutral
4464,"well , don ' t , don ' t think me immodest , but , me ?",surprise
4465,you wanna smell him ?,neutral
4466,"oh , yeah . he ' s got that great baby smell . get a whiff of his head .",joy
4467,what ' d i tell you ? what ' d i tell you ?,non-neutral
4468,"well , we are great guys .",neutral
4469,bye .,neutral
4470,"well , not really .",neutral
4471,"i mean technically it ' s - it ' s not against the rules or anything , but it is frowned upon .",neutral
4472,"especially by that professor we ran into last night , judgey von holierthanthou .",non-neutral
4473,"well ross , you be careful now . you don ' t want to get a reputation as y ' know professor mcnailshisstudents .",non-neutral
4474,yeah . what - what should i do ?,non-neutral
4475,"well ross , it seems pretty clear .",neutral
4476,i mean what ' s more important ?,neutral
4477,"what people think or how you feel , huh ?",neutral
4478,"ross , you gotta follow your heart .",neutral
4479,joey that is so sweet .,joy
4480,hey .,neutral
4481,"hey - hey - hey ! so , how did it go with dana ? any reason i should leave a block of time open say thursday ?",neutral
4482,i couldn ' t do it .,sadness
4483,you couldn ' t do it !,surprise
4484,"hey , relax i just need more time . we ' re going to dinner tonight .",neutral
4485,what ! you ' re going out with her again !,surprise
4486,going out with who ?,neutral
4487,"uh , dana keystone from college .",neutral
4488,oh yeah ! wasn ' t she uh,surprise
4489,"no , that was dana caplin .",neutral
4490,joey ! you didn ' t even know her !,surprise
4491,ah whatever !,non-neutral
4492,"morning ! hey , how ' s my favorite genius and my little robot buddy !",joy
4493,don ' t touch him !,anger
4494,okay !,surprise
4495,all right .,neutral
4496,"umm , all right wayne , level with me .",neutral
4497,okay ?,neutral
4498,i - i keep hearing all these rumors that i might get fired .,fear
4499,"okay , they even have actors coming in to read for my part !",non-neutral
4500,"come on man , you - you got to give me a second chance !",non-neutral
4501,"i mean , i love - i love this little guy !",non-neutral
4502,ah - ah !,surprise
4503,"okay , that ' s why you didn ' t want me to touch him right ?",surprise
4504,here you go !,neutral
4505,okay ?,neutral
4506,stupid !,anger
4507,i can ' t believe it !,surprise
4508,god !,anger
4509,"hey , how you doin ' ?",neutral
4510,hey .,neutral
4511,"hi . look um , about what happened earlier .",non-neutral
4512,"no , hey , well , i - i completely understand . you were , you were stressed .",neutral
4513,i was gonna give you a chance to apologise to me .,non-neutral
4514,for what ? for letting you throw me out of your office ?,anger
4515,you had no,anger
4516,"yeah , well excuse me for wanting to be with my girlfriend on our anniversary , boy what an ass am i .",anger
4517,"but i told you , i didn ' t have the time !",anger
4518,"yeah , well you never have the time . i mean , i don ' t feel like i even have a girlfriend anymore , rachel .",anger
4519,"wh , ross what do you want from me ?",anger
4520,"you want me , you want me to quit my job so you can feel like you have a girlfriend ?",anger
4521,i know .,neutral
4522,"ooh , i have to tell you something .",non-neutral
4523,what ?,neutral
4524,but i can ' t tell you .,neutral
4525,"okay , but wouldn ' t it be easier if you had to tell me something that you could tell me .",neutral
4526,"well , sure in a perfect world . but , no , i promised i wouldn ' t tell , and i swore to like all my gods .",neutral
4527,okay . does it have to do with ross and rachel ?,neutral
4528,no .,neutral
4529,does it have to do with joey ?,neutral
4530,no .,neutral
4531,does it have to do with - with chandler and that sock that he keeps by his bed ?,neutral
4532,"no , but let ' s come back to that later !",neutral
4533,hi !,joy
4534,richard !,joy
4535,"actually , i ' m not here to complement the chef .",neutral
4536,"ohh oh , that ' s okay i hate when people come back to complement the chef .",neutral
4537,like i have nothing better to do !,neutral
4538,so what ' s up ?,neutral
4539,"well , it was great seeing you the other night .",joy
4540,"oh , good to see you too . did you come down here to tell me that ?",neutral
4541,no ! i came here to tell you something else . i came here to tell you i still love you .,joy
4542,"one pregnant woman at a time , please ! i just want you to be okay .",non-neutral
4543,so forcing her to marry bobby is gonna make that happen ?,non-neutral
4544,"maybe ! well ! wellso - so uh , what kind of music does numb nutsoh forget it ! i can ' t !",anger
4545,"joey , i am scared to death about this .",fear
4546,"but i really think i can do it , i ' m just gonna need some help .",fear
4547,and bobby ' s gonna be here the whole time .,neutral
4548,"you bet i am ! and to answer your earlier question , we ' re straight - up gangster rap .",joy
4549,"look , rachel ' s told me how much easier you ' ve made all this on her . why can ' t you do that for me ?",anger
4550,because ! cause cause you ' re my baby sister !,non-neutral
4551,and you ' re my big brother !,joy
4552,"i mean , you ' re my favorite guy in the whole world .",neutral
4553,i ' m not even scared to tell mom and dad .,neutral
4554,i was scared of telling you .,fear
4555,"well i ' d be scared of them , but all right .",non-neutral
4556,"joey , i can ' t stand the thought of having this baby with you mad at me .",sadness
4557,i want him to have his uncle .,sadness
4558,is my baby gonna have his uncle joey ?,sadness
4559,of course he ' s gonna have his uncle joey !,joy
4560,"we ' re gonna be all right . i mean , even if we ' re not married this baby is gonna be so loved . not just by us .",joy
4561,that ' s right ! by his uncle too !,joy
4562,and by you .,joy
4563,"okay bobby , why don ' t we just come over here and let them have a little moment .",neutral
4564,come here !,non-neutral
4565,no ! seriously ! what ' s wrong with you !,non-neutral
4566,i had a really nice time tonight .,joy
4567,so did i . i ' m really glad monica asked us out .,joy
4568,"i ' d love to ask you in , but uh , my sister ' s visiting and i think she ' s asleep on the couch .",neutral
4569,you ' re sister ? you ' re sister ' s asleep on the couch ? oh ! i saw,surprise
4570,"oh hey , great , you ' re up . rachel , this is my sister krista . krista , this is rachel .",neutral
4571,hi !,joy
4572,"nice to meet you . i wish you ' d told me we were having company , i ' d fix myself up !",surprise
4573,like it would help .,neutral
4574,you are so bad !,non-neutral
4575,you are !,non-neutral
4576,you are !,non-neutral
4577,you are !,non-neutral
4578,you are !,non-neutral
4579,you are !,non-neutral
4580,you are !,non-neutral
4581,you are so dead ! i ' m gonna get you .,non-neutral
4582,"uh , it was very nice meeting you .",neutral
4583,"oh my god , it ' s that victoria ' s secret model . something . something goodacre .",surprise
4584,"hi mom , it ' s jill .",neutral
4585,"she ' s right , it ' s jill . jill goodacre . oh my god . i am trapped in an atm vestibule with jill goodacre !",surprise
4586,"yeah , i ' m fine . i ' m just stuck at the bank , in an atm vestibule .",neutral
4587,jill says vestibule . i ' m going with vestibule .,neutral
4588,"i ' m fine . no , i ' m not alone . i don ' t know , some guy .",neutral
4589,"oh ! some guy . some guy . ' hey jill , i saw you with some guy last night . yes , he was",joy
4590,"i say , drew !",non-neutral
4591,are you seeing anybody right now ?,neutral
4592,"og - ee - op , i ' m not asking for me , i ' m i mean no , i ' m - i ' m not gay , i ' m not asking you out .",non-neutral
4593,i ' m not - i ' m not - i ' m not gay !,non-neutral
4594,personal shopping ? what is that ? like where you walk around with snooty rich people and tell them what to buy ?,neutral
4595,uh - huh .,neutral
4596,that sounds great !,non-neutral
4597,hey !,non-neutral
4598,"umm , excuse me , we switched apartments . you can ' t eat are food anymore , that - that gravy train had ended .",non-neutral
4599,there ' s gravy ?,surprise
4600,if you have the big apartment you have to deal with people coming over all the time .,neutral
4601,"that fridge has got to be stocked , okay , that ' s your department now .",neutral
4602,what are you doing ?,neutral
4603,i think i left a donut up here .,neutral
4604,"so , in conclusion , the lines all go up , so i ' m happy .",neutral
4605,great job team !,joy
4606,tomorrow at 8 : 30 .,neutral
4607,phil !,non-neutral
4608,nice job .,joy
4609,stevens !,non-neutral
4610,way to go !,joy
4611,"joel - burg , you maniac !",joy
4612,i love ya !,joy
4613,bing !,joy
4614,"good job , couldn ' t have done it without ya .",joy
4615,"thank you , sir .",neutral
4616,"oh , excuse me . i forgot my briefcase y ' know , by accident .",neutral
4617,"of course , you did .",non-neutral
4618,forgot something else too ya bastard !,non-neutral
4619,"well , what about you ?",neutral
4620,you ' re not feeling left out or anything are ya ?,neutral
4621,"no . no , not at all , that ' s - that ' s ridiculous .",non-neutral
4622,"everybody else got one , and you want one too . don ' t you ?",non-neutral
4623,"ye - ye - yeah , yes i do !",sadness
4624,"now get on out of here , you !",non-neutral
4625,hey bob .,neutral
4626,hey ! how ' s my pal toby doing today ?,joy
4627,"if i see him , i ' ll ask .",neutral
4628,toby !,joy
4629,hey - hey ! bing ? was that bob from six you were just talking too ?,non-neutral
4630,yeah !,joy
4631,oh then you know each other .,neutral
4632,we ' re on a semi - first name basis .,neutral
4633,what do you think of adding him to our team ?,neutral
4634,"bob ? ooh , working here with us ? everyday ? yeah , i don ' t know if he has what it takes .",non-neutral
4635,really ? they love him down on six .,surprise
4636,but this is eleven . it ' s almost twice as hard up here .,neutral
4637,hey ! guess what i got for your wedding !,joy
4638,a freakish thin date with a hanger for her head ?,neutral
4639,"no . rachel hooked me up with a tux ! but not just any tux , batman ' s tux !",joy
4640,what ?,surprise
4641,that ' s right ! made expressly for val kilmer and worn by him in the hit filmthat batman film he was in .,joy
4642,you can ' t wear that ! i ' m wearing the famous tux ! james bond ' s tux !,anger
4643,so ?,neutral
4644,soif you wear that you ' ll make mine less special .,sadness
4645,"sorry , i just don ' t like the idea of when i say "" i do , "" he ' s thinking , "" yeah , i ' d do her too ! """,non-neutral
4646,well then we still have a problem .,neutral
4647,yeah !,neutral
4648,with what ?,neutral
4649,"well , we ' re trying to find someone to perform our wedding and they ' re all either boring or annoying or y ' know , can ' t stop staring at the ladies .",neutral
4650,oo ! you should have one of us do it !,joy
4651,"phoebe , we ' re getting",neutral
4652,no ! no ! it ' s - it ' s uh a real thing ! anyone can get ordained on the internet and perform like weddings and stuff !,joy
4653,are you serious ?,surprise
4654,yes ! a friend of mine did it and it ' s totally legal !,joy
4655,i call it !,joy
4656,what ! no ! it was my idea !,anger
4657,guys thank you very much but neither of you is marrying us .,neutral
4658,does calling it not mean anything anymore !,anger
4659,"we are going to have a legitimate member of the clergy ! and when i say legitimate i mean , gay and in control of his saliva !",neutral
4660,"see , i see . big passion in your future .",joy
4661,really ?,surprise
4662,i do .,neutral
4663,"oh ross , you ' re so great . [ she playfully rubs his head and gets up ]",joy
4664,it ' s never gonna happen .,non-neutral
4665,everybody knows !,non-neutral
4666,"that was supposed to be a good thing , i forget why .",neutral
4667,"just listen , monica , i , do you know , okay , do you know , i couldn ' t sleep for like a month because i got like a dot of ink on one of the sofa cushions .",neutral
4668,"well , you - you coulda just turned the cushion over .",neutral
4669,"yeah , i would ' ve except i had a big spaghetti stain on the other side .",neutral
4670,what !,surprise
4671,"okay , this is what i ' m talking about , this . i - i need to live in a land where people can spill .",neutral
4672,you can spill . in the sink .,neutral
4673,"aw , honey it ' s not your fault , y ' know this is who you are , and i love you , and i want us to be friends , and if i keep living here i don ' t see that happening .",sadness
4674,"i love you , too .",joy
4675,"aww , good . what ?",non-neutral
4676,what ? i ' m just said .,sadness
4677,"no you ' re not , you ' re wondering which cushion it is .",neutral
4678,oh my god ! are you serious !,surprise
4679,uh - huh .,neutral
4680,i would love to live with you ross ; that ' s - that ' s great ! thank you !,joy
4681,"well , i ' m - i ' m just glad i could , y ' know , help you out .",neutral
4682,"wow ! i ' m - i ' m so happy for you guys . this is so - so , not stupid .",non-neutral
4683,"ross - ross , you have no idea what this means to me !",joy
4684,"i mean , i mean i was gonna be homeless .",sadness
4685,you just saved me !,joy
4686,you ' re my hero !,joy
4687,"hero , i uh , i don ' t knowwell , all right .",neutral
4688,"oh , i have to go tell monica what a wonderful brother she has !",joy
4689,"oh please ! you ' re gonna say things now , aren ' t ya ?",non-neutral
4690,no .,neutral
4691,"no , i won ' t .",neutral
4692,"but i should tell you this , this exact same thing happened to my roommate denise .",neutral
4693,"she moved in with a guy who was secretly married to her and he said he didn ' t love her , but he really did , and it just blew up !",non-neutral
4694,and that ' s how she ended up living with me !,non-neutral
4695,"okay , that ' s a lie .",neutral
4696,ugh !,disgust
4697,what happened ?,neutral
4698,i ended up at ross ' s place .,neutral
4699,"oh , i musta missed counted or something .",neutral
4700,damn !,anger
4701,she ' s not there anymore .,non-neutral
4702,"oh , l - l - look , ross is doing his ' watching tv ' bit .",neutral
4703,"no joey , i think he ' s just watchin ' tv .",neutral
4704,". dammit , hire the girl ! okay , everybody ready ?",non-neutral
4705,"uh , listen , i just wanna thank you for this great opportunity .",joy
4706,lose the robe .,neutral
4707,me ?,surprise
4708,that ' s great .,joy
4709,"well , i ' m gonna get another espresso . can i get you another latte ?",neutral
4710,"no , no , i ' m still working on mine .",neutral
4711,that ' s it ?,surprise
4712,"yeah , it was really hard .",non-neutral
4713,"oh , yeah , that hug looked pretty brutal .",neutral
4714,"ok , you weren ' t there .",non-neutral
4715,"wow ! that ' s ah , that ' s pretty nice !",joy
4716,pretty nice ?,neutral
4717,"you ' ll have to pardon my roommate , he wanted to marry this .",neutral
4718,"we don ' t have 50 bucks , but would you be willing to trade for it ? we ' ve got a canoe .",neutral
4719,"y ' know , i , i really don ' t think we need a canoe .",neutral
4720,you gotta take the canoe !,non-neutral
4721,"all right , just , just take the entertainment center , and then when you get home , throw the canoe away !",neutral
4722,we ' re not throwing it away ! i built that canoe !,anger
4723,good for you !,non-neutral
4724,pheebs ?,neutral
4725,yeah ?,neutral
4726,"okay . then i guess it ' s just , wait here then . hi . i need one fake ticket to yemen .",neutral
4727,one ticket to yemen ?,surprise
4728,"oh no - no - no , no . no , no , no , i just , i just need a pretend ticket .",neutral
4729,"i ' m sorry sir , i don ' t understand .",surprise
4730,what would you give to a kid if he wanted a ticket to play with ?,neutral
4731,are you travelling with a child ?,neutral
4732,no .,neutral
4733,"all right , y ' know what , she ' s gonna think that i ' m handing you a credit card , but what i ' m really gonna do is hand you a library card .",neutral
4734,"ah , sir a ticket to yemen is $ 2 , 100 and we don ' t take library cards .",non-neutral
4735,what ' s the matter ? is something wrong ? do you have to stay ?,non-neutral
4736,"okay , but this is the last time .",neutral
4737,"with a chick - chick here , and a chick - chick there .",joy
4738,"here a chick , there a chick , everywhere a chick - chick - - chicken .",joy
4739,hey .,neutral
4740,hey .,neutral
4741,how ' s she doing ?,neutral
4742,she ?,surprise
4743,"well yeah , don ' t - don ' t you think it ' s a she ?",non-neutral
4744,"i don ' t know . i can ' t tell , what ever it was went back in too quickly .",neutral
4745,"well , anyway , i got to go change , i ' m ah , meeting some of the cast for drinks .",neutral
4746,excuse me ?,non-neutral
4747,what ?,neutral
4748,"okay , good , so there you go . go with vince .",non-neutral
4749,"yeah , but jason ' s really sensitive .",neutral
4750,"well sensitive is important , pick him .",neutral
4751,yeah .,neutral
4752,"oh sure , go with the sissy .",disgust
4753,jason is not a sissy !,anger
4754,"oh no - no - no - no , i meant chandler .",non-neutral
4755,hi .,neutral
4756,"so uh , apparently people are familiar with the europe story ?",neutral
4757,yeah .,neutral
4758,"listen about that , the whole uh , who came on to who thing really doesn ' t matter .",neutral
4759,"i mean , i think it would ' ve happened either way .",neutral
4760,i mean if you hadn ' t initiated it i - i - i know i would ' ve .,neutral
4761,it was an amazing night .,joy
4762,it was . it was an amazing night .,joy
4763,you think it looked amazing ?,non-neutral
4764,do we have a name yet ?,neutral
4765,"no , not yet .",neutral
4766,"that ' s fine , for now we ' ll just call her baby girl green .",neutral
4767,"oh no , baby girl geller - green .",neutral
4768,hello baby girl .,joy
4769,"ah - ha , nowhere to run !",non-neutral
4770,i don ' t like sitting up here ! i ' m just gonna over,non-neutral
4771,no rachel ! they got here first !,non-neutral
4772,why is ross doing that ?,neutral
4773,danger,fear
4774,oh my god ! why is he jumping on those women !,surprise
4775,no that ' s all right . don ' t worry about it .,neutral
4776,oh but look ! that ' s gonna leave a stain !,disgust
4777,rach ! hey ! it ' s fine ! you ' re at joey ' s !,non-neutral
4778,really ?,surprise
4779,yeah ! look !,neutral
4780,i ' ve never lived like this before .,non-neutral
4781,i know .,neutral
4782,"all right , don ' t waste it , i mean its still food .",neutral
4783,"hey joey , is this the bed where olivia lost her virginity ?",neutral
4784,"i don ' t know , but one of the extras sure did ! hey , listen rach . thanks again for coming down to watch my scenes !",joy
4785,"oh , please ! honey , just the fact that you want me here to support you , i ' m . oh my god ! is that christian sanders ? he ' s so",surprise
4786,also so,neutral
4787,"oh , in my head he ' s done some pretty "" not - gay - stuff "" !",neutral
4788,"well , at the christmas party him and santa did some definitely gay stuff !",neutral
4789,"ok , you ' ve got to promise that you ' ll never , ever tell ross that i told you .",neutral
4790,about what ?,neutral
4791,he ' s planning your birthday party .,neutral
4792,oh my god ! i love him !,joy
4793,you ' d better act surprised .,fear
4794,about what ?,neutral
4795,my surprise party !,joy
4796,what surprise party ?,surprise
4797,oh stop it . joey already told me .,non-neutral
4798,"well , he didn ' t tell me .",neutral
4799,"hey , don ' t look at me . this is ross ' s thing .",neutral
4800,this is so typical . i ' m always the last one to know everything .,anger
4801,"no , you are not . we tell you stuff .",neutral
4802,yuh - huh !,anger
4803,i was the last one to know when chandler got bitten by the peacock at the zoo .,non-neutral
4804,i was the last one to know when you had a crush on joey when he was moving in .,non-neutral
4805,looks like i was second to last .,surprise
4806,"chandler , we still haven ' t gotten an rsvp from your dad .",neutral
4807,"oh ! right . umm , maybe that ' s because i didn ' t send him an invitation .",neutral
4808,chandler ! he ' s your father ; he should be at the wedding .,anger
4809,i don ' t even know the man . okay ? we ' re not that close . i haven ' t seen him in years .,disgust
4810,well what are you gonna do when he finds out he wasn ' t even asked !,non-neutral
4811,well he doesn ' t have to know !,non-neutral
4812,it ' s not like we run in the same circles .,neutral
4813,"i hang out with you guys , and he stars in a drag show in vegas .",disgust
4814,"ooh , i think i wanna trade circles .",neutral
4815,"trust me , you don ' t want him there either .",non-neutral
4816,okay ?,neutral
4817,nobody is gonna be staring at the bride when the father of the groom is wearing a back - less dress .,disgust
4818,so what ! as long as he ' s not wearing a white dress and a veil i don ' t care .,neutral
4819,"okay , i think i need to do some shopping .",neutral
4820,hello ! who ' s in there ?,neutral
4821,how ya doin ' ?,neutral
4822,who in the hell are you ?,non-neutral
4823,"i guess you wouldn ' t believe me if i said i was kurt douglas , huh ?",neutral
4824,"no - no , rachel , don ' t get it ! he can ' t see us !",fear
4825,"no , yeah ! the groom cannot see the bride !",non-neutral
4826,i ' m not gonna marry chandler !,non-neutral
4827,not after this !,anger
4828,"okay , you guys , just relax . i do .",neutral
4829,i gotta go .,neutral
4830,"oh , wait , joshua ! joshua ! yeah , well , that oughta do it .",non-neutral
4831,"sorry i ' m late , but i left late .",neutral
4832,okay .,neutral
4833,"so pheebs , what is the book about ?",neutral
4834,i thought you said you read it in high school .,neutral
4835,"well yeah , but then i remembered i started it and there was this pep rally and i was , i was on top of the pyramid but anywayumm , what is this book about ?",neutral
4836,"excuse me , can i , can i bum one of those ?",neutral
4837,"y ' know what , actually okay , okay , okay , what ' s so funny over here ?",neutral
4838,i thought you didn ' t smoke .,non-neutral
4839,"oh , i thought you guys meant marijuana cigarettes , y ' know ?",neutral
4840,"y ' know what i mean , like dubbies ?",neutral
4841,"and i actually , i thought to myself , "" wow , those guys are crazy ! """,surprise
4842,"but no , i actually smoke the regular ones all , all the time .",neutral
4843,we get high .,neutral
4844,"oh , me too .",neutral
4845,i ' m kidding .,neutral
4846,"oh , me too .",non-neutral
4847,"oh , are you sure you ' re ok ?",non-neutral
4848,yeah .,neutral
4849,does it still hurt ?,sadness
4850,yeah .,sadness
4851,what a neat idea . all your clothes match . i ' m gonna do this .,non-neutral
4852,hi .,neutral
4853,"hey , how ' d it go ?",neutral
4854,excellent .,joy
4855,"we ripped that couple apart , and kept the pieces for ourselves .",joy
4856,"what a beautiful story . hey , i ' m fine by the way .",non-neutral
4857,you know what ? you are right . i,neutral
4858,good for you pheebs !,joy
4859,ok .,neutral
4860,"okay if you guys have microphones in there too , i didn ' t mean",neutral
4861,this sucks ! i didn ' t know i had to stay up all night before i went to this stupid sleep clinic ! i ' m so tired !,anger
4862,it ' s 6 : 00 .,neutral
4863,"yeah , well",neutral
4864,hi !,joy
4865,"hey , i hear that you and joshua are going out to dinner with ross and emily , and i think that ' s , i think that ' s really cool .",non-neutral
4866,"yeah , rach , i think you ' re handling that really well .",neutral
4867,handling it ?,neutral
4868,"what do you mean , handling it ?",non-neutral
4869,there ' s nothing to handle .,non-neutral
4870,"now , maybe i would have a problem with this if it wasn ' t for me and joshua .",neutral
4871,"y ' know , they ' re not gonna get married anyway !",anger
4872,what ?,surprise
4873,come on !,non-neutral
4874,they rushed into this thing so fast it ' s ridiculous !,disgust
4875,"i mean , they ' re gonna be engaged for like what ?",non-neutral
4876,a year ?,non-neutral
4877,"and somewhere along the way , one of them is gonna realise what they ' ve done and they ' re call the whole thing off .",neutral
4878,"i ' m telling ya , you ' re gonna be dancing at my wedding before you ' re dancing at there ' s .",joy
4879,what the hell is this !,surprise
4880,"what , did you actually thought it would make me feel better to give me stuff that i can ' t use for another two months !",anger
4881,this sucks !,anger
4882,"all right , what ' s my next present ?",neutral
4883,!,non-neutral
4884,"all right , there ' s a nuclear holocaust , i ' m the last man on earth . would you go out with me ?",neutral
4885,enh .,neutral
4886,i ' ve got canned goods .,neutral
4887,"hey , you guys ! take a look at this ! check this baby out , dug me a hole !",surprise
4888,"excellent hole , joe .",neutral
4889,oh no ! no ! my hole !,surprise
4890,ow ! ow !,non-neutral
4891,what ! what ! what is it !,surprise
4892,my drinking ?,neutral
4893,"oh , i must ' ve said that after you left .",neutral
4894,said what ? exactly .,non-neutral
4895,that you enjoyed the occasional drinking binge .,neutral
4896,"oh my god ! ohh , that is it ! i ' m leaving ! you are just a horrible person !",disgust
4897,wait - wait - wait - wait - wait - wait - wait - wait !,fear
4898,if you ' re gonna get all sensitive about it !,anger
4899,i don ' t want to lose you .,sadness
4900,"what if i , create a position for you ?",neutral
4901,i ' ll make you an assistant buyer in this department .,neutral
4902,say more things like that .,joy
4903,"you can have your own office , and a raise ! effective tomorrow .",non-neutral
4904,i ' d need an expense account .,neutral
4905,done !,joy
4906,and an assistant .,neutral
4907,"sophie , get in here !",joy
4908,monica ? you gonna be very proud of me . i just got us dates with two unbelievably cute nurses .,joy
4909,oh my !,surprise
4910,they ' re male nurses .,neutral
4911,not in my head .,neutral
4912,"anyway , they want to take us out saturday night ! what do you say ?",joy
4913,umm . umm . umm . i don ' t think so .,non-neutral
4914,what ?,surprise
4915,what are you talking about !,surprise
4916,you - you ' re the one who ' s been telling me to get over ross and move on .,non-neutral
4917,"i ' m moving on , and you ' re moving on with me .",neutral
4918,"come on , give me one good reason why you don ' t wanna go .",neutral
4919,"umm , why don ' t you give",neutral
4920,what ?,surprise
4921,harder than it sounds . isn ' t it ?,neutral
4922,"okay , you ' re coming with me , and i also told them that if we ' re still here when they get off that we ' ll go down to the cafeteria and have some",neutral
4923,yep ! there ' s always room for,neutral
4924,"joey , how do you make",neutral
4925,"oh , it ' s easy . yeah , i - i can do it with anything . watch uh , grandma ' s chicken salad",neutral
4926,"hello , this is monica .",neutral
4927,yeah ?,neutral
4928,oh .,neutral
4929,"okay , yes , we ' ll be right , we ' ll be right down .",neutral
4930,thank you .,neutral
4931,okay . let ' s bring it in .,neutral
4932,"wait no , honey , honey throw it to me , throw it to me .",neutral
4933,here you go .,neutral
4934,that almost hit me in the face .,anger
4935,"a stripper at a bachelor party , that is so clich . why don ' t you get a magician !",non-neutral
4936,"well , if the magician can open my beer with his but cheeks , then all right .",neutral
4937,hey !,joy
4938,hey !,joy
4939,y ' know i ' m - i ' m really glad we decided not to sleep together before the wedding .,joy
4940,"oh boy , me too !",joy
4941,y ' know i was thinking if we had aa big fight and uh we broke up for a few hours,neutral
4942,yeah ?,non-neutral
4943,"technically we could have sex again . what do you think , bossy and domineering !",neutral
4944,"the wedding is off , sloppy and immature !",non-neutral
4945,that ' s me ! come on !,joy
4946,"okay . but wait , we can ' t . my cousin cassie is in the guest room , we ' re supposed to have lunch .",neutral
4947,"well , get rid of her , obsessive and shrill .",neutral
4948,shrill ! the wedding is back on !,non-neutral
4949,i thought i heard voices . you must be chandler .,neutral
4950,hi ! nice to meet you !,joy
4951,nice to meet you too .,neutral
4952,"so , are you ready to go ?",neutral
4953,yeah .,neutral
4954,chandler !,non-neutral
4955,i ' ll be right with you .,neutral
4956,"th - th - that ' s all it is , a third nipple .",neutral
4957,y ' know ?,neutral
4958,just your run - of - the - mill third nipple .,neutral
4959,y ' know ?,neutral
4960,you can take it off .,neutral
4961,just slice that baby right off !,non-neutral
4962,"take your shirt off , and let ' s see what we ' re dealing with here . what are you doing ?",neutral
4963,just showing you my run - of - the - mill - slice - it - right - off third nipple .,neutral
4964,well that ' s not a third nipple .,neutral
4965,no ?,surprise
4966,"first of all , it ' s on your ass .",neutral
4967,"well then , what is it !",surprise
4968,"wait a minute , hold it . johnson ! will you come in here a moment ?",neutral
4969,i ' m with hamilton !,neutral
4970,"he ' s good with rear things , bring him in too .",neutral
4971,"umm , this is great wine .",non-neutral
4972,"it ' s from francein europewestern europe . y ' know umm , a few years ago i actually was backpacking across western europe .",neutral
4973,really ?,surprise
4974,"uh - hmmwait ! it gets better . um , yeah i was in barcelona .",joy
4975,i studied for a year in barcelona .,neutral
4976,"anyway , umm so i was um , i was hiking",neutral
4977,i love hiking !,joy
