idx,sentence,emotion
3200,"hey , you guys ! hey , ross , quick question for ya . are you ready to party ?",joy
3201,hello .,neutral
3202,"hey , it ' s me .",neutral
3203,"i know you can ' t stand to be in the same room as me , so i just thought i ' d try and apologize over the phone .",sadness
3204,all i,neutral
3205,hello .,neutral
3206,"look i never should have kissed your girlfriend , but i ' m",fear
3207,stop callin ' !,anger
3208,"hey ! hey ! hey ! this is 92 . 3 , wxrk , k - rock for our $ 1 , 0 daily challenge .",joy
3209,all right !,neutral
3210,"what is the name of your roommate who is very , very sorry and would do anything",neutral
3211,joseph francis tribbiani are you home yet !,neutral
3212,"umm , i think he ' s still out . what ' s wrong ?",non-neutral
3213,"well , i ' ll tell you rachel karen green , i had plans with joey tonight and he left me this note .",non-neutral
3214," pheebs , can ' t make it , got a date . talk to you later . big daddy .  big daddy ?",non-neutral
3215,oh that ' s a nickname we were trying out .,neutral
3216,"hey , y ' know what nickname never caught on ? the ross - a - tron !",non-neutral
3217,hey !,non-neutral
3218,oh ! here ' s joseph francis !,non-neutral
3219,oh - wha - ho ! what are you middle naming me for ! i left you a note !,surprise
3220,so what ! that doesn ' t give you the right to ditch me !,anger
3221,"hey , you can cancel plans with friends if there is the possibility for sex !",non-neutral
3222,"phoebe he ' s right , that is the rule .",neutral
3223,i don ' t accept this rule .,anger
3224,"when we make plans , i expect you to show up .",anger
3225,"okay , i can ' t just be a way to kill time til you meet someone better !",anger
3226,"y ' know boyfriends and girlfriends come and go , but this is for life !",anger
3227,did you know he was in there ?,neutral
3228,no .,neutral
3229,how long have we been home ?,neutral
3230,about a half an hour .,neutral
3231,love,neutral
3232,"lights . uh , romantic lights .",neutral
3233,"ooh , nice .",joy
3234,"so ah , there was this thing i wanted to talk to you about .",neutral
3235,"oh , right ! i completely forgot about that .",neutral
3236,"well ah , i ' ve been doing a lot of thinking , and i look at my life",neutral
3237,yeah ?,neutral
3238,"and i feel like i ' ve conquered the business world , and i feel like i ' ve conquered the intellectual world , and now i - i have the most beautiful woman in the world .",non-neutral
3239,wow .,surprise
3240,there ' s one thing missing .,sadness
3241,what ' s that ?,neutral
3242,it ' s time for me to conquer the physical world .,neutral
3243,okay .,neutral
3244,"monica , i want to become the ultimate fighting champion .",neutral
3245,you wanna what !,surprise
3246,"i want to become the ultimate fighting champion ! it ' s the most intense physical competition in the world , it ' s banned in 49 states !",joy
3247,what are you talking about ?,surprise
3248,"okay , my trainer , ho chi , is teaching me a combination of gee koon doe and brazilian street fighting , i ' ve even had my own octagon training ring designed .",neutral
3249,and i suppose you used a ring designer for that .,non-neutral
3250,yeah .,neutral
3251,"monica , i want you there in the front row when i win .",joy
3252,i want you close enough to smell the blood .,joy
3253,what do you think ?,neutral
3254,my parents will be so happy .,disgust
3255,okay to come in ?,neutral
3256,"yeah , come on , eat , whatever you want . dr . roger got beeped again .",neutral
3257,"yeah i know , guess who beeped him ?",neutral
3258,what !,surprise
3259,i ' m the ruptured spleen .,non-neutral
3260,why would you do that ?,non-neutral
3261,because you shouldn ' t be with him . you should be with me .,non-neutral
3262,really ?,surprise
3263,yeah !,non-neutral
3264,"when you were talking about roger , that was killing me !",sadness
3265,"look , things like last night they don ' t just happen .",non-neutral
3266,y ' know ?,non-neutral
3267,or at least not to me .,non-neutral
3268,"or with the other two women , in the morning y ' know i was just lying there and i couldn ' t wait to just go hang out with my friends , but with you i always y ' know with a friend .",non-neutral
3269,chandler !,surprise
3270,"i know you probably don ' t want to go out with me , y ' know because i make too many jokes and i ' ve never been in a serious relationship and i guess i ' m not technically a "" doctor """,sadness
3271,"there was just one woman , wasn ' t there ?",neutral
3272,"no , there were two .",neutral
3273,including me ?,surprise
3274,oh yeah .,joy
3275,hey !,joy
3276,welcome back !,joy
3277,hey ! can we pick up where we left off ?,joy
3278,"i don ' t know , i ' m still pretty tired out from this afternoon .",neutral
3279,why ?,surprise
3280,"uh , the sex .",neutral
3281,what sex ?,surprise
3282,our sex .,non-neutral
3283,we didn ' t have sex .,surprise
3284,"well if i didn ' t have sex with you , i had sex with someone that looked an awful lot like",non-neutral
3285,ew ! ew ! ew ! ew ! ew ! ew !,disgust
3286,oh no ! oh no ! oh no ! oh no ! no ! no ! no !,disgust
3287,oh my god stu ! i - i can ' t believe you did this ! now are you absolutely sure she ' s a hooker ?,disgust
3288,"either that or she ' s just the best , most expensive date i ever had .",surprise
3289,would you look at them . am i ever gonna find a boyfriend again ? i gonna die an old maid .,sadness
3290,i ' m your mother .,neutral
3291,ehh ?,surprise
3292,"oh , and then monica joked that she wouldn ' t go out with a guy like chandler .",neutral
3293,hi there .,neutral
3294,". and he couldn ' t let it go , and . i don ' t really know what happened with that either .",neutral
3295,oh - oh !,surprise
3296,"and then ross ' s new girlfriend , bonnie , shows up and rachel convinced her to save her head .",neutral
3297,"and then ross and rachel kiss , and now ross has to choose between rachel and the bald girl and i don ' t know what happened there either .",neutral
3298,"y ' know what , hold on , let me go get chandler .",neutral
3299,"uh mr . morse , can i speak to you for a moment ?",neutral
3300,"well yeah , i lied before .",sadness
3301,oh !,surprise
3302,oh god,surprise
3303,now you know how you really feel about it .,neutral
3304,"oh - oh , that ' s a risky little game !",surprise
3305,are you really gonna do this ?,fear
3306,yeah . i ' m gonna have a baby . i ' m gonna have a baby . i ' m gonna have a baby !,joy
3307,with who ?,neutral
3308,"ah , it ' s still not the time .",neutral
3309,you said i was boring - - ohh !,anger
3310,when did i say you were boring !,neutral
3311,"oh my god , i remember now ! we were playing chess !",surprise
3312,phoebe ! you and i have,neutral
3313,"oh , come on !",non-neutral
3314,"yes , remember that time on the frozen lake ?",neutral
3315,"we were playing chess , you said i was boring , and then you took off your energy mask and you were cameron diaz !",non-neutral
3316,"okay , there ' s a",neutral
3317,"all right , i ' m leaving !",anger
3318,because i ' m not going to spend one more day with someone whose out to sabotage my every move .,anger
3319,that ' s you rachel !,anger
3320,"yeah , i got that .",neutral
3321,"and you ! i throw myself at you and you say no , how gay are you ?",anger
3322,you take care jill .,neutral
3323,"okay , see ya !",non-neutral
3324,bye - bye - e !,non-neutral
3325,bye .,neutral
3326,"i - i can ' t believe jill ' s gone . i can ' t help it , i opened a gate .",sadness
3327,"how about , you ' re moving !",non-neutral
3328,look ! this is ridiculous . we should be packing you !,anger
3329,"hey , how are you guys doing ?",neutral
3330,great ! monica ' s moving !,joy
3331,i am not !,non-neutral
3332,oh really ! then how come all your stuff is in this box !,surprise
3333,"okay , you guys . you guys i think i know what ' s going on here . okay , you guys",neutral
3334,no phoebe i am mad !,anger
3335,"well , deep - deep - deep down !",neutral
3336,"yeah , i ' m just mad !",anger
3337,then keep running .,neutral
3338,okay !,neutral
3339,"oh , here ' s that trench - coat that you wanted .",neutral
3340,"oh great ! wow ! yeah , it ' s comfortable .",joy
3341,yeah ?,neutral
3342,oh ! here we,non-neutral
3343,"all right , y ' know what , we ' ve been talking about london too much haven ' t we ?",neutral
3344,no .,neutral
3345,i ' m sorry .,neutral
3346,it ' s just ' cause i couldn ' t be there .,neutral
3347," cause all i ever get to do now is pregnant stuff , it just bums me out .",sadness
3348,sorry .,neutral
3349,what happened ?,neutral
3350,"well , y ' know , a little of this , a little of that . got myself a date tomorrow night .",neutral
3351,"see , didn ' t i tell you ! you ' re getting over ross already !",joy
3352,well,neutral
3353,get out !,non-neutral
3354,i just didn ' t see the fast song coming .,surprise
3355,shh .,neutral
3356,shh .,neutral
3357,"don ' t try to talk , we ' ll get you up to your room , we ' ll soak your feet , you ' ll be okay .",neutral
3358,"oh , thank you .",neutral
3359,that is so sweet !,joy
3360,yeah .,neutral
3361,"no , i mean it . there are so few genuinely nice guys out there .",non-neutral
3362,"tell me about it , i feel like i ' m holding down the fort all by myself .",neutral
3363,it ' s joey right ?,neutral
3364,yeah .,neutral
3365,wait a minute !,surprise
3366,no !,anger
3367,i ' m the nice one !,surprise
3368,i ' m the one who danced with the kids all night !,surprise
3369,howhow small are your feet ?,neutral
3370,!,surprise
3371,"uhh , do you mind sitting there . i ' m - i ' m saving this for my friend ross .",neutral
3372,you mean dr . geller ?,neutral
3373,doctor ? wow ! i didn ' t know he had a nickname .,surprise
3374,"oh , he won ' t sit here .",neutral
3375,"only the people in the white coats sit over there , and only the people in the blue blazers sit here .",neutral
3376,"yeah , it must ' ve fallen out a few blocks back . i just figured we hit a dog .",non-neutral
3377,okay .,neutral
3378,"listen uh , could you put kathy on , i wanna apologize .",sadness
3379,oh yeah man . joey .,neutral
3380,hey .,neutral
3381,"oh no it ' s fine , don ' t worry about it .",neutral
3382,"yeah - no , stop apologizing , it ' s okay .",neutral
3383,yeah !,non-neutral
3384,i ' ll talk to you tomorrow .,neutral
3385,"i should uh , probably go .",neutral
3386,yeah . yes ! yeah .,non-neutral
3387,i forgot my purse .,neutral
3388,oh .,neutral
3389,"no , i really did forget my purse .",neutral
3390,"a new place for a new ross . i ' m gonna have you and all the guys from work over once it ' s y ' know , furnished .",neutral
3391,i must say it ' s nice to see you back on your feet .,joy
3392,well i am that . and that whole rage thing is definitely behind me .,neutral
3393,i wonder if its time for you to rejoin our team at the museum ?,neutral
3394,oh donald that - that would be great . i am totally ready to come back to work . iwhat ? no ! wh what are you doing !,non-neutral
3395,". and 12 , 22 , 18 , four . what ?",surprise
3396,i spelled out boobies .,joy
3397,"ross , but me down for another box of the mint treasures , okay . where , where are the mint treasures ?",neutral
3398,"ah , we ' re out . i sold them all .",neutral
3399,what ?,surprise
3400,"monica , i ' m cutting you off .",non-neutral
3401,no .,sadness
3402,"no , just , just , just a couple more boxes .",non-neutral
3403,"it - it - it ' s no big deal , all right , i ' m - i ' m cool .",fear
3404,you gotta help me out with a couple more boxes !,non-neutral
3405,"mon , look at yourself . you have cookie on your neck .",disgust
3406,oh god !,non-neutral
3407,"so , how many have you sold so far ?",neutral
3408,check this out . five hundred and seventeen boxes !,surprise
3409,"oh my god , how did you do that ?",surprise
3410,"okay , the other night i was leaving the museum just as laser floyd ' was letting out of the planetarium , without even trying i sold 50 boxes !",joy
3411,"that ' s when it occurred to me , the key to my success , the munchies . ' so i ah , started hitting the nyu dorms around midnight .",joy
3412,i am selling cookies by the case .,joy
3413,they call me : ' cookie dude ! ',joy
3414,"okay , stop what you ' re doing , i need envelope stuffers , i need stamp lickers .",neutral
3415,"well hey , who did these resumes for ya ?",surprise
3416,me ! on my computer .,joy
3417,like an eclipse .,neutral
3418,hi .,neutral
3419,hey . soaps ? shampoos ? are you really taking all this stuff ?,surprise
3420,why not ? it ' s built into the price of the room .,neutral
3421,yeah but you don ' t needwhat is this ?,surprise
3422,thread !,joy
3423,score ! where are the disposable cameras ?,joy
3424,what disposable cameras ?,non-neutral
3425,the cameras ? remember last night i told you to take them ?,surprise
3426,no you didn ' t .,non-neutral
3427,"yes ! remember ? right before we cut the cake , i went up to you and i said",surprise
3428,"oh - oh yeah , you - you came up to me and asked if i could do you a favor , and my uncle murray came up to you and handed you a check .",neutral
3429,"and then you said , "" why do they call it a check ?",neutral
3430,"why not a yugoslavian ? """,neutral
3431,"yeah , then you did that .",neutral
3432,so you don ' t have the cameras !,surprise
3433,no . sorry man .,sadness
3434,so ? what ? what ? they ' re gone ! monica ' s gonna freak !,non-neutral
3435,"well , i ' m sure they ' re still somewhere here in the hotel . i ' ll - i ' ll help you look for them .",neutral
3436,great .,non-neutral
3437,in - in three minutes .,neutral
3438,"uhh , rachel , my parents",neutral
3439,ohh ! it ' s so nice to meet you . hello .,joy
3440,hi .,neutral
3441,hello .,neutral
3442,"hello . well , joshua , that $ 500 was for groceries .",non-neutral
3443,what ?,surprise
3444,"this - this , no , oh no , no - no - no , this is notthat ' s - that ' s not what it is .",non-neutral
3445,"see , see , okay , i work in fashion , see and - and , this is a real dress actually .",neutral
3446,"it ' s - it ' s , they ' re - they ' re wearing it in milan , so part of my job is too wear the clothes , and then i see how people respond , and then i report back to my superiors at",neutral
3447,maybe in l . a ?,neutral
3448,yes !,joy
3449,there you go .,neutral
3450,"so , have you kids eaten yet ?",neutral
3451,"well , we were going to do that afteri mean umm , next .",neutral
3452,"well , we ' re starving , why don ' t we all go get something to eat ?",neutral
3453,"oh , yeah , well yeah , no use wasting this baby , just lyin ' around the house .",neutral
3454,so we go eat .,neutral
3455,yes .,neutral
3456,"you ' ll wear that . we ' ll be eating , and of course , you ' ll be wearing that .",neutral
3457,well i guess i should ' ve thought about my wife and kids before i talked back to chef geller !,neutral
3458,thanks .,neutral
3459,yep ! looks like it ' s gonna be a lean christmas at the dragon house this year .,non-neutral
3460,enough !,anger
3461,lean - lean - lean !,non-neutral
3462,let me see that .,neutral
3463,this one right here .,neutral
3464,triscadecaphobia .,neutral
3465,the fear of,neutral
3466,"no ! no , fear of the number 13 .",neutral
3467,fear of,neutral
3468,"it ' s possible , they have really sharp edges .",neutral
3469,"all right chandler , you ' re up .",neutral
3470,"wait a minute , i - i believe i ' m entitled to use my angel pass for a free turn ?",non-neutral
3471,this game makes no sense !,anger
3472,y ' know what ? you ' re just upset because you ' re losing .,joy
3473,"oh come on ross , i think we ' re all losers here .",non-neutral
3474,"all right . chandler , you can either spin the wheel or pick a google card .",neutral
3475,let me think . let me thinkoh ! i don ' t care .,anger
3476,you - you must choose mr . bing .,neutral
3477,"either , it makes no difference .",neutral
3478,"choose , you jackass !",anger
3479,i ' ll take a card .,neutral
3480,"okay , you picked the gimmie card ! you get all of ross ' s points !",joy
3481,what !,surprise
3482,this game is kinda fun .,joy
3483,you don ' t think it ' s a little crazy that you get all my points just cause you,non-neutral
3484,i don ' t think the contestants are supposed to speak to each other .,neutral
3485,"hello ? oh , hi ross ! see ? other people call me !",surprise
3486,very funny ross !,joy
3487,very life - like and funny .,neutral
3488,okay .,neutral
3489,"oh no - no - no , i wasn ' t waving at you lady .",non-neutral
3490,"whoa , maybe i was !",surprise
3491,"hey , monica , this totally hot girl in ross ' s building is flirting with me .",non-neutral
3492,"get in there man ! flirt back , mix it up !",joy
3493,"yeah , i - i - i ' m down with that .",joy
3494,"okay , here goes .",fear
3495,how you a - doin ' ?,neutral
3496,it worked !,surprise
3497,she ' s waving me over .,non-neutral
3498,"okay , i - i - i ' ll be right over .",non-neutral
3499,"let ' s see , she ' s on the third floor",neutral
3500,"wow ! she is pretty , huh ?",surprise
3501,"tell me about it , huh ? oh no - no - no , i ' m not with her , she ' s just monica ! ewwuck !",disgust
3502,hey !,neutral
3503,hey !,neutral
3504,"oh honey , i ' m so sorry , you were right , this feels great !",joy
3505,"see ? and you don ' t care if people are staring , it ' s just for a second cause then you ' re gone !",neutral
3506,gone ! i mean its amazing pheebs . i feel so free and so graceful . hey ! look out for the horse ! sorry !,joy
3507,"oh come on guys , it ' s not like i moved to europe ! i just moved across the hall ! and",non-neutral
3508,ahh ! aren ' t you dressed yet ?,surprise
3509,am i naked again !,surprise
3510,we ' re supposed to meet my parents in 15 minutes .,neutral
3511,"yeah okay , i was just talking to the guys . just look at them i mean , is it okay if they come visit ?",neutral
3512,wh ! what about my allergies !,surprise
3513,"oh right , your allergies . all her , she hates you .",neutral
3514,shoot ! we ' re out of soda .,non-neutral
3515,"oh , i ' ll go out and get you some .",neutral
3516,really !,surprise
3517,"nope ! because i ' m not your boyfriend . hey pheebs , how did it go ?",neutral
3518,"well , umm , my mom ' s friend , phoebe , is actually my birth mom .",non-neutral
3519,i found a dried up seashores .,neutral
3520,"sweety , what are you talking about ?",surprise
3521,"oh , my new mom , who - who ' s a big , fat abandoner !",non-neutral
3522,"whoa , wait , pheebs , wait a second ! don ' t you wanna stay here and talk about it ?",surprise
3523,"no . i ' m just , i wanna , i need to be alone .",sadness
3524,monica !,non-neutral
3525,oh .,neutral
3526,open it ! open it ! open it !,joy
3527,yeah baby !,joy
3528,so we never got to hear about your wedding !,joy
3529,we were surprise that we weren ' t invited .,non-neutral
3530,"no , no , it was just our parents and 1 or 2 friends . it was a small wedding .",neutral
3531,what ' s not to like ? custard ? good . jam ? good . meat ? god .,joy
3532,hey !,non-neutral
3533,hey !,joy
3534,hi !,joy
3535,"so , do you guys wanna come and eat dinner at the restaurant sometime in the next few weeks ?",neutral
3536,sure !,joy
3537,i ' d love to !,joy
3538,well you,neutral
3539,"well , i can ' t give you a massage , because my licence has been revoked again !",sadness
3540,"phoebe , what happened ?",neutral
3541,"well , it was an accident . you know , it ' s a lot of oil and sometimes the hand just slips !",neutral
3542,have i got a surprise for you ? pack your bags !,non-neutral
3543,oh no ! you guys aren ' t supposed to get divorced for 7 years !,surprise
3544,"umm , this is nice .",neutral
3545,"i know , it is isn ' t it ?",joy
3546,"no , i mean it , this feels really good . is it a hundred percent cotton ?",non-neutral
3547,"yeah ! and i got it on sale , too .",joy
3548,"anyway , i should go , one of the lifeguards was just about to dismantle a nuclear device .",neutral
3549,"well , if you wanna get a drink later we can .",neutral
3550,"oh yeah , that sounds great . oh , and listen , it ' s , it ' s gonna be .",neutral
3551,i know . thanks .,neutral
3552,so ? come on ! explain yourself geller ! first you get my rachel pregnant !,anger
3553,you got rachel pregnant !,surprise
3554,who did !,surprise
3555,you did !,anger
3556,"yes . yes , yes i did . but - but it was , it was just a one night thing . it meant nothing .",fear
3557,oh ? really ? that ' s what my daughter means to you ? nothing ?,anger
3558,"no ! no sir umm , she means a lot to me . i mean , i carei - i love rachel .",fear
3559,what !,surprise
3560,"oh but not that way . i meani mean i ' m not in love with her . i love her like a , like a friend .",non-neutral
3561,oh really ? that ' s how treat a friend ? you get her in trouble and then refuse to marry her ?,anger
3562,hey ! i offered to marry her !,anger
3563,wh,non-neutral
3564,but i didn ' t want to .,non-neutral
3565,well why not ? so you can spend your time with this tramp !,anger
3566,tramp !,surprise
3567,"i ' m sorry . dr . green , mona . mona , dr . green .",non-neutral
3568,"yes , fran .",neutral
3569,"i know what time it is , but i ' m looking at the wenus and i ' m not happy .",anger
3570,"oh , really , really , really ?",non-neutral
3571,"well , let me tell you something . you will care about it , because i care about it !",non-neutral
3572,you got it ?,neutral
3573,good !,joy
3574,whoa .,surprise
3575,bijan for men ? bijan for men ? bijan for men ?,neutral
3576,"hey , joey . so did you hear about the new guy ?",neutral
3577,i could have birds .,neutral
3578,"okay , mr . heckles , we ' ll try to keep it down .",neutral
3579,thank you . i ' m going to rejoin my dinner party .,neutral
3580,"all right , bye - bye .",neutral
3581,"okay , janice . janice . you gotta give me janice . that wasn ' t about being picky .",neutral
3582,we ' ll give you janice .,neutral
3583,"i miss janice though . "" hello , chandler bing . """,neutral
3584," oh , my , god . ",surprise
3585," oh , chandler , now , now , that ' s it . there , faster ! ",joy
3586,"stop with the broom , we ' re not making noise .",neutral
3587,we won . we won !,joy
3588,mr . heckles .,neutral
3589,how did this happen ?,neutral
3590,he musta been sweeping . they found a broom in his hand .,neutral
3591,that ' s terrible .,non-neutral
3592,i know . i was sweeping yesterday . it coulda been me .,neutral
3593,"sure , you coulda . you never know .",neutral
3594,you never know .,neutral
3595,"oh , i ' m sorry .",sadness
3596,where ' s chandler ?,neutral
3597,"oh , he needed some time to grieve .",neutral
3598,i ' m free ! i ' m free !,joy
3599,that oughta do it .,neutral
3600,"hey , look at me . i ' m making jam , been at it since 4 o ' clock this morning .",non-neutral
3601,where ' d you get fruit at four in the morning ?,surprise
3602,went down to the docks . bet ya didn ' t know you could get it wholesale .,neutral
3603,i didn ' t know there were docks .,surprise
3604,hey .,neutral
3605,hey .,neutral
3606,"aww , is it broken ?",sadness
3607,"no , i gotta wear this thing for a couple weeks .",non-neutral
3608,did you tell the doctor you did it jumping up and down on your bed ?,neutral
3609,no . i had a story all worked out but then chandler sold me out .,non-neutral
3610,"well , i ' m sorry joe . i didn ' t think the doctor was gonna buy that it just * fell * out of the socket .",non-neutral
3611,what is this ? fruit ?,surprise
3612,monica ' s making jam .,neutral
3613,"whoa , jam ! i love jam ! hey , how come we never have jam at our place ?",joy
3614,because the kids need new shoes .,neutral
3615,i ' m going into business people .,neutral
3616,i ' m sick and tired of being depressed about richard .,non-neutral
3617,"i needed a plan , a plan to get over my man .",non-neutral
3618,what ' s the opposite of man ?,neutral
3619,jam .,neutral
3620,oh joey don ' t !,fear
3621,it ' s way to hot .,non-neutral
3622,this will just be my batch .,neutral
3623,"hey , does anybody else feel bad about ross ?",non-neutral
3624,why ? do you think he ' s still mad at us ?,surprise
3625,well he ' s probably mad after you called him this morning to borrow his goggles .,neutral
3626,what ? mine aren ' t tinted .,surprise
3627,here you go pheebs . who else wants one of my special homemade brownies ?,neutral
3628,i will have one .,neutral
3629,"okay , i ' m not gonna have one .",neutral
3630,neither will i .,neutral
3631,"no , no , it ' s just my tooth .",non-neutral
3632,all right i ' ll have one .,neutral
3633,"so what ' s a matter , you need a dentist ? i ' ve got a good one .",neutral
3634,"no thanks , i have a good one too . i just , i , i can ' t see him .",fear
3635,see that is the problem with invisible dentists .,neutral
3636,why ? why can ' t you go to him ?,surprise
3637,"because , every time i go to the dentist , somebody dies .",non-neutral
3638,"that is so weird , because every time i go to the dentist , i look down the hygienist ' s blouse .",joy
3639,"phoebe , what ? umm . what !",surprise
3640,"yeah , yeah , first there was my aunt mary , and then there was umm , john , my mailman , and then my , my cowboy friend albino bob ' .",non-neutral
3641,and all these people actually died ?,surprise
3642,"yes , while i was in the chair !",non-neutral
3643,"that ' s why i take such good care of my teeth now , y ' know , it ' s not about oral hygiene , i floss to save lives !",neutral
3644,"pheebs , come on , you didn ' t kill anybody , these people just happened to die when you went to the dentist .",neutral
3645,"it ' s , it ' s , it ' s just ah , a coincidence .",neutral
3646,"well tell that to them . oh ! you can ' t , their dead .",non-neutral
3647,hello ?,surprise
3648,ross .,neutral
3649,"emily , hi ! uh , how - how was you flight ?",non-neutral
3650,it was dreadful . i felt terrible about how i acted when you said those wonderful things .,sadness
3651,"no , no , that - that , that ' s all right . umm , i ' m just glad you called .",joy
3652,"ross umm , there ' s something that i ' ve got to tell you , there ' s - there ' s someone else .",non-neutral
3653,does that mean the same thing in england as it does in america ?,non-neutral
3654,you know what ? i ' m not gonna be able to enjoy this .,non-neutral
3655,"yeah , i know , it ' s my birthday . we all should be here .",sadness
3656,"so , let ' s go .",neutral
3657,"well maybe , you know , maybe we should stay for one song .",neutral
3658,"yeah , i mean , it would be rude to them for us to leave now .",neutral
3659,"you know , the guys are probably having a great time .",neutral
3660,"okay , i ' ve got three of my five .",neutral
3661,"three of your five , what ?",neutral
3662,celebrities i ' m allowed to sleep with .,neutral
3663,oh my god ! you are giving this a lot of thought .,surprise
3664,"yeah , it ' s hard okay , i only have two spots left .",neutral
3665,"all right , so who do you got it narrowed down to ?",neutral
3666,"okay , elizabeth hurely .",joy
3667,"oh - hoo , very attractive , forgiving .",surprise
3668,susan sarandon .,neutral
3669,"eh , y ' know what , she ' s to political , she probably wouldn ' t let you do it , unless you donated four cans of food first .",disgust
3670,and ! isabella rosselini .,joy
3671,"ooh - hoo . very hot , very sexy . but ah , y ' know she ' s too international , y ' know she ' s never gonna be around .",joy
3672,so ?,neutral
3673,"so , you gotta play the odds , pick somebody who ' s gonna be in the country like all the time .",neutral
3674,"yeah , cause that ' s why you won ' t get isabella rosselini , geography .",neutral
3675,oh that ' s five ross . five women have had five babies ! and i have had no babies ! why doesn ' t she want to come out ?,non-neutral
3676,y ' know what i think it is ?,neutral
3677,i think you ' ve made such a nice home for her over the last nine months that she just doesn ' t want to leave .,neutral
3678,oh . look at you making up crap for me . oh god !,non-neutral
3679,"twenty - one hours , you ' re a hero .",neutral
3680,doctor you gotta do something ! i think you gotta give me drugs or you gotta light a fire up in there and just smoke it out .,non-neutral
3681,"actually , i think you ' re ready to go to the delivery room .",neutral
3682,what ?,surprise
3683,"ten centimeters , you ' re about to become a mom .",neutral
3684,my god . okay . ha - ha - ha beat ya ! sucker !,surprise
3685,are they here yet ?,neutral
3686,"no , honey , they ' re not , but don ' t worry , because we are going to find them , and until we do , we are all here for you , ok ?",neutral
3687,ok .,neutral
3688,hi .,neutral
3689,may i see your boarding pass ?,neutral
3690,"oh , no , no , i don ' t have one . i just need to talk to my friend .",neutral
3691,"oh , oh . i ' m sorry . you are not allowed on the jetway unless you have a boarding pass .",neutral
3692,"no , i know , but ihe just went on .",neutral
3693,"he ' s right there , he ' s got the blue jacket on , i . can i j - just .",non-neutral
3694,no no no ! federal regulations !,anger
3695,"ok , alright , ok , um . then could you please , uh . just give him a message for me ? please ? this is",neutral
3696,alright . what ' s the message ?,neutral
3697,uh . i don ' t know .,neutral
3698,"sir ? sir ? excuse me , sir ? uh . i have a message for you .",neutral
3699,what ?,neutral
3700,"it ' s from rachel . she said that she loved the present , and she will see you when you get back .",neutral
3701,": toby . oh , for god ' s sake , i don ' t know what she ' s talking about !",surprise
3702,there ' s no rachel !,anger
3703,don ' t give me that deep freeze .,non-neutral
3704,"here ' s the thing , janice .",neutral
3705,"you know , i mean , it ' s like we ' re different .",neutral
3706,"i ' m like the bing , bing , bing .",non-neutral
3707,"you ' re like the boom , boom , . boom .",neutral
3708,ow !,surprise
3709,"oh , my god , i ' m so sorry . are you ok ?",non-neutral
3710,"ow . um , it ' s just my lens . it ' s just my lens . i ' ll be right back .",non-neutral
3711,i hit her in the eye ! i hit her in the eye ! this is the worst break - up in the history of the world .,non-neutral
3712,oh my god . how many of those have you had ?,surprise
3713,"oh , i don ' t know , a million ?",non-neutral
3714,"chandler , easy , easy . go to your happy place . la la la la la la la .",neutral
3715,i ' m fine .,neutral
3716,all right .,neutral
3717,i ' m not fine . here she comes .,fear
3718,wait here . breathe .,neutral
3719,how do you do that ?,surprise
3720,it ' s like a gift .,neutral
3721,we should always always break up together .,neutral
3722,"oh , i ' d like that .",neutral
3723,you win .,non-neutral
3724,"well , what did you have ?",neutral
3725,it doesn ' t matter because nothing beats a three and a six .,non-neutral
3726,that my friend is d - cup .,neutral
3727,"okay , now much have you won so far ?",neutral
3728,"uh , wow , 700 .",surprise
3729,not 700 exactly ?,surprise
3730,yeah .,neutral
3731,double it !,non-neutral
3732,what ?,surprise
3733,"well you see in cups , once you get $ 700 , you have to double it .",neutral
3734,really ?,surprise
3735,"hey , i didn ' t make up the rules .",neutral
3736,"now , after you receive the doubling bonus , you get uh , one card .",neutral
3737,"now that one card could be worth $ 100 bringing your total to 1 , 500 .",neutral
3738,don ' t get to excited because that ' s not gonna happen unless you getno way !,surprise
3739,"i ' m , i ' m sorry you didn ' t get to go to spacecamp , and i ' m hoping that maybe somehow , this may make up for it .",sadness
3740,presenting sarah tuttle ' s private very special spacecamp !,joy
3741,!,neutral
3742,"really mr . geller , you don ' t have to do this .",neutral
3743,oh come on ! here we go ! stand by for mission countdown !,joy
3744,i ' m an alien . i ' m an alien .,neutral
3745,oh no ! an asteroid !,surprise
3746,hey .,neutral
3747,hey .,neutral
3748,where you going ?,neutral
3749,to the bank .,neutral
3750,sperm or regular ?,neutral
3751,sperm .,neutral
3752,"so you ' re really doing this , huh ?",surprise
3753,"oh yeah , picked a guy , 37135 .",neutral
3754,sounds nice .,neutral
3755," fraid so . brown hair , green eyes .",neutral
3756,"no kiddin ' , hmm .",non-neutral
3757,what ?,non-neutral
3758,"what ' s wrong , sweetie ?",non-neutral
3759,"nothing , nothing .",non-neutral
3760,"ah , what ' s wrong , c ' mon .",non-neutral
3761,"it ' s , i mean , it ' s nothing , i ' m fine .",sadness
3762,it ' s my friends .,sadness
3763,they - they have a liking problem with you .,sadness
3764,"in that , um , they don ' t .",sadness
3765,oh . they don ' t .,surprise
3766,but they don ' t see all the wonderfulness that i see .,non-neutral
3767,they don ' t see all the good stuff and all the sweet stuff .,sadness
3768,they just think you ' re a little .,non-neutral
3769,what ?,non-neutral
3770,intense and creepy .,neutral
3771,hello .,neutral
3772,hi .,neutral
3773,yeah ! you don ' t like kathy .,non-neutral
3774,you got me .,non-neutral
