id,utterance
679,"hey , what do i know ? i wanted to get a bigger gorilla ."
680,i cannot believe that you didn ' t tell me that we are still married !
681,look i was going to tell you !
682,when ! after the birth of our first secret child ! ross didn ' t get the annulment ; we are still married .
683,what ?
684,you ' re kidding !
685,oh my god !
686,ross !
687,"okay , maybe it wasn ' t my best decision . but i just couldn ' t face another failed marriage ."
688,"okay , let me just jump in and ask , at what point did you think this was a successful marriage ?"
689,"rach , come on , if you think about it , it ' s actually kinda funny . okay , maybe it ' s best not to think about it ."
690,"okay ,"
691,"phoebe , i told her you already knew ."
692,another lie . you have a sickness !
693,"ross , just for my own piece of mind , you ' re not married to anymore of us are ya ?"
694,"so , these will match the jacket you picked out for me last week ?"
695,um - hmm . there we go . there it is .
696,oh yeah ? fine .
697,"hey , y ' know , y ' know what would make me really happy ?"
698,"oh yeah , no , what ' s that ?"
699,"if like the four of us could all y ' know , hang out together ."
700,"uh , in fact emily ' s coming into town this weekend , why don ' t you say we all have dinner ?"
701,"say , sunday night ?"
702,that would be great !
703,"yeah , all right , it ' s a date ."
704,hang in there . you hang in there .
705,did you say something ?
706,"no , just singing ."
707,whenever you ' re ready .
708,"okay . "" hey , timmy , i ' ve got a surprise for you . """
709,"hold it . i ' m sorry , the surprise is a new swing set , if you could play it a little less ? intense ?"
710,"y ' know , when you say partner it doesn ' t sound cop . it , it sounds gay ."
711,"umm , jealous !"
712,"hey , do you mind ? we ' re under cover here ."
713,"yeah , no problem ."
714,ross !
715,"sorry ! sorry ! oh , there ! hey gary , who am i ? phone home !"
716,look at officer ross riding back here with the visitors .
717,"yeah , what ' s up with that serpico ?"
718,"ooh , candy bars , crossword puzzles"
719,"ooh ,"
720,condoms ?
721,you don ' t know how long we ' re gonna be in here !
722,and condoms are the way to do that ?
723,"anyway it - it kinda - it all boils down to this , the last time i talked to emily"
724,oh my god ! my dog died !
725,what !
726,"oh my god , le poo , our dog !"
727,le poo ' s still alive !
728,"oh god , it says he was hit by an ice cream truck and dragged for nine - - teen blocks . oh . oh my god ."
729,"sweetie , we heard you crying . please don ' t cry ."
730,it ' s le poo .
731,"i know it ' s le poo right now , but it ' ll get better ."
732,so tell me something . what does the phrase ' no date pact ' mean to you ?
733,"i ' m sorry , okay . it ' s just that chandler has somebody , and phoebe has somebody - i thought i ' d ask fun bobby ."
734,fun bobby ? your ex - boyfriend fun bobby ?
735,yeah .
736,you know more than one fun bobby ?
737,i happen to know a fun bob .
738,"okay , here we go ."
739,"ooh ooh ooh ooh , there ' s no room for milk !"
740,there . now there is .
741,all you need is a woman who likes men and you ' ll be set .
742,not her .
743,hey !
744,hey !
745,"so listen , you know my friend chris who owns the crematorium ?"
746,crematorium chris ? sure !
747,"he says , that he would cremate my fur coat for free if i umm , y ' know , bring in the next person i know who dies ."
748,"oh my god ! oh my god , look at these pelts !"
749,"don ' t get too attached , she ' s having it cremated ."
750,what ?
751,"uhh , phoebe , honey , honey , i know you ' re quirky and i get a big kick out of it , we all do actually , but if you destroy a coat like this that is like a crime against nature !"
752,"not nature ,"
753,"this is fashion ! okay , so to you ,"
754,i ' m sorry you ' re here with me instead of roger .
755,"yeah , me too ."
756,"well , i could make it seem like he ' s here ."
757,here ' s some little known facts about cous - cous .
758,they didn ' t add the second cous until 1979 .
759,stop it ! that ' s not funny !
760,okay .
761,at a fake game !
762,"now , if you wanna try to make some of it back , i ' d be glad to play you for it ."
763,"but i should warn you , i am"
764,okay ! now i assume the saucer card came up when you played last .
765,no .
766,"hmm , let ' s see if it comes up this time ."
767,electrifying . emphatic time - time - time
768,"y ' know , there ' s a"
769,it ' s so inspired ! look at him ! look at him go !
770,thank you guys - guys - guys
771,"hey , aren ' t you up next ?"
772,"oh no , i ' m not playing tonight ."
773,why not ?
774,i can ' t follow ross ! it ' d be like those bicycle ridding chimps that followed
775,"phoebe , ross sucks !"
776,"phoebe , the place has emptied because of him ."
777,"oh my god , he ' s not even appreciated in his own time . i would give anything to not be appreciated in my own time !"
778,"okay . umm , phoebe , you suck too ."
779,"yeah , phoebe you ' re ? awful !"
780,you guys . you suck too .
781,you look beautiful this evening .
782,show me the badge again .
783,shiny .
784,"oh , will you mind if i wash up ? because i came straight from work and who knows where these babies have been ."
785,you are just nonstop !
786,we ' re outta here !
787,why !
788,just walking past the kitchen i saw 10 violations ! i ' m shutting this place down !
789,you have the power to do that ?
790,this does .
791,shut it down .
792,"okay , i need a , i need a drink !"
793,"oh , hey y ' know , they - they really overcharge you for that stuff ."
794,but who cares !
795,because it ' s all on me !
796,"that is , one big drink !"
797,macadamia nut ?
798,umm ? wow ! that ' s - that ' s some pricey nut !
799,hm - m !
800,"really like those macadamia nuts , huh ?"
801,nope !
802,"joey , joey i am so sorry ."
803,i told you not to move it !
804,"rach , how would you feel if say , i wanted to move your mom , and you said don ' t , and i did it anyway and her"
805,"okay , come on . joey , i ' ll buy you a new one !"
806,all right ?
807,we ' ll go down to the store right now and we ' ll - we ' ll get you a new chair .
808,she ' s not even cold yet !
809,"but don ' t you think rosita would ' ve wanted you to move on ? i mean y ' know , she did always put ? your comfort first ."
810,that ' s true .
811,okay ? you ready ?
812,"yeah , i - i don ' t want stevie to see her like this ."
813,"oh no , the mendels , they hate all living things , right ?"
814,oh . hi . we just found this cat and we ' re looking for the owner .
815,"er , yeah , it ' s mine ."
816,he seems to hate you . are you sure ?
817,"yeah , it ' s my cat . give me my cat ."
818,wait a minute . what ' s his name ?
819,eh . b - buttons .
820,bob buttons ?
821,"m . bob buttons . here , bob buttons ."
822,oh ! you are a very bad man !
823,you owe me a cat .
824,"anastassakis / papasifakis wedding , excellent !"
825,"{ it ' s a good thing jennifer aniston is greek , because she had to pronounce those names ."
826,"luckily for me , they were written on a sign . }"
827,congratulations .
828,mazel tov !
829,hi !
830,"oh , great hat ."
831,"listen umm , i need you to perform another wedding ."
832,can you do that ?
833,i don ' t know . are they greek orthodox ?
834,"yeah ! yeah . they ' re , they ' re - they ' re my friends , uh , monica stephanopolus and uh , and chandler acidofolus ."
835,y ' know what ? i ' m really not in the mood .
836,"look , ross , i feel really bad . i mean , you ' re going through all this stuff and i just acted like a jerk ."
837,"yeah , we are so sorry ."
838,you ' re kinda stepping on the song .
839,"look , we were"
840,"whatever you decide , whatever you do ."
841,"okay ,"
842,"look , this is hard enough ! i really need you guys right now ."
843,yes ! exactly ! and that ' s why
844,why don ' t you come over tonight ? and i ' ll make you favorite dinner .
845,okay . thanks you guys . pheebs are you wearing fur ?
846,"okay , let ' s get some perspective people ; it ' s not like i ' m wearing a seeing - eye dog coat !"
847,"oh my god , i ' m starting to look like my great aunt , muriel ."
848,all right .
849,y ' know what ?
850,we don ' t have to go downstairs !
851,we can bring vegas up to us !
852,"all right , come on , come on , we ' ll play some blackjack ."
853,here we go .
854,13
855,hit me !
856,"oohh , 23 . which is what we play to at this casino ! you win 10 dollars !"
857,i bet 20 .
858,you ' re right !
859,so we can be friends who sleep together .
860,"absolutely , this will just be something we do , like racquetball ."
861,"sounds smart and healthy to me . so um , just out of curiosity , um , do you currently have any other racquetball buddies ?"
862,just your dad . although that ' s actually racquetball . you know i - i do have a blind date with my sister ' s neighbour next tuesday .
863,oh .
864,you want me to cancel it ?
865,no ! no !
866,okay .
867,"cause if you do that means you ' d be cancelling it for me , and we ' re just friends ."
868,exactly .
869,"okay , here we go ."
870,"i ' m jabba ' s prisoner , and you have a really weird look on your face ."
871,what ?
872,"honey , what is it ?"
873,did i get it wrong ?
874,did i get the hair wrong ?
875,what ?
876,did you just picture it differently ?
877,what ?
878,what ?
879,"no , no it ' s , um , it ' s not you , um , it ' s um , it ' s"
880,"i hate chandler , the bastard ruined my life ."
881,"oh , what you got there ?"
882,pastrami .
883,"oh - ho - ho , yeah ! hey ! y ' know what goes good with that ?"
884,"hm - mm , corn beef ."
885,"ooh , i was gonna say bologna , but that ' s much better . how about a little of that smoked turkey ?"
886,okay .
887,oh mama ! uh when - when is the baby due ?
888,six months .
889,"ugh . now if a cow should die of natural causes , i can have one of those right ?"
890,not if i get there first .
891,hey ! there you are !
892,there i am !
893,are you okay ?
894,"yeah , joey said i uh , i needed to relax so he gave me an antihistamine ."
895,what !
896,"yeah , and then i fell asleep on the subway and went all the way to brooklyn . brooklyn is f - far !"
897,"chandler , what were you thinking ?"
898,"i don ' t know , but don ' t worry , don ' t worry , because i know how to take a picture now ."
899,"okay , see ?"
900,"look down , look down , look down"
901,chandler ?
902,yeah !
903,ooh monica !
904,hi !
905,oh my god ! i had the
906,i - i have to fire him .
907,but why !
908,"because he ' s terrible ! okay , he ' s slow , he burns things , last night he lit my pastry chef on fire !"
909,"well maybe he was just nervous , y ' know you can be very intimidating ."
910,and besides i ' ve met your pastry chef and she can stand to be taken down a peg or two .
911,"well , now she has no eyebrows , mission accomplished ."
912,"but monica , he loves his job so much ! can you just give him another chance ? please ?"
913,"all right , but if - if he lights someone else on fire he is out of there !"
914,"that ' s fair ! thank you so much . thanks . oops , it looks like when he got the pastry chef he got you a little bit too ."
915,i paid to have this done .
916,love it !
917,oh my god !
918,what !
919,are you all right !
920,yeah .
921,what happened !
922,"aw , man ! he promised he wouldn ' t take the chairs !"
923,what the hell happened ! how were you locked in ! and where the hell is all of our stuff !
924,"well , this guy came by to look at the unit and - and he said he didn ' t think big enough to fit a grown man !"
925,so ? you got in
926,"i was tryin ? to make a sale ! oh , man , if i ever run into that guy again , do you know what i ' m gonna do ?"
927,bend over !
928,"well , we ' re a little early , the lecture doesn ' t end for 15 minutes ."
929,"yeah , but y ' know we could sneak in and watch ."
930,"yeah , we could ."
931,oh hey look !
932,there ' s some kappa kappa deltas !
933,i was a kappa .
934,hey sisters !
935,"wow , we really are bitches ."
936,right !
937,so when rigby got his samples back from the laboratory he made a startling discovery !
938,"what he believed to be igneous , was in fact sedimentary ."
939,imagine his consternation when ? oh bloody hell .
940,did she call ?
941,"no , sorry ."
942,"all right , maybe i should call her ."
943,"no ! forget her , man ! you don ' t need her , you don ' t need that !"
944,"he ' s right , what she did was unforgivable ."
945,"well , yeah , but y ' know , what - what if i was wrong ?"
946,how might you be wrong ?
947,"well y ' know , what if she didn ' t actually sleep with the guy ?"
948,"dude , tell me she actually told you this ."
949,"she did not have to tell me , i saw the play , and there was no heat . back me up here , ross !"
950,that ' s all you ' re basing this on ?
951,"that ' s not backing me up ! look , you said with the off - stage and the heat , and the onstage and the oy heat ."
952,"whoa - whoa , that - that was just a theory ! there ' s a lot of theories that didn ' t pan out . the lone gunman . communism . geometry ."
953,oh my god !
954,"hey joey , could you uh , go through these lines with me ?"
955,"hmm phoebe , were you ever in a sorority ?"
956,"of course ! yeah , i was uh , umm thigh mega tampon ."
957,what one ?
958,"yeah ! y ' know , we were really huge too , but then they had to shut us down when regina philange died of alcohol poisoning ."
959,"oh , isn ' t a shame when one girl ruins it for the whole bunch ?"
960,"anyway , speaking of drinking too much ."
961,"i was uh , tellin ? phoebe about that one crazy night after the sigma chi luau where you and i uh , we made out ."
962,what ?
963,"remember ! we ? come on , we both had the sarongs on , and we had the - the coconut bikini tops"
964,yeah ?
965,we went back to the house and we got really silly and we ? we made out .
966,"oh wow , ray - ray i have no idea what you ' re talking about ."
967,really !
968,cassie !
969,hey ross !
970,hey !
971,"it ' s been so long ! last time i saw you , you were setting up your tent in line to see"
972,"oh . oh , that ' s right . so - so you did see me that day , because it seemed like you didn ' t ."
973,i ' m ready for more .
974,tag
975,"come on rach , let ' s give it another try ."
976,i ' m having a baby .
977,oh .
978,you can go .
979,thank you .
980,"she picked rachel . i mean , she tried to back out of it , but it was obvious . she picked rachel ."
981,"he took my joke , he took it ."
982,it ' s wrong . you know what else is wrong ? phoebe picking rachel .
983,you know who else picked rachel ?
984,"ross , and you know what else ross did ?"
985,he stole my joke .
986,you know what ?
987,i ' m going to get a joke journal .
988,y ' know ?
989,and document the date and time of every single one of my jokes .
990,that ' s a good idea .
991,yeah !
992,do you know what ' s a bad idea ?
993,picking rachel .
994,talk to me .
995,"ok . um , a weird thing happened to me on the train this morning ."
996,no no no . talk . dirty .
997,"wha . what , here ?"
998,yes .
999,ah .
1000,say something .
1001,er . um .
1002,what ?
1003,um . uh . vulva .
1004,hey !
1005,how ya doin ?
1006,"hey so , did uh , did she move out ?"
1007,"pretty much , yeah ."
1008,i cannot believe you broke up with her just like that .
1009,"well , when it ' s not right , you know it ."
1010,you okay ?
1011,yeah ! yeah . i ' ll be all right .
1012,y ' know what would cheer you up ?
1013,what ?
1014,"i ' m giving this lecture on erosion theories tomorrow night , i think you should come ."
1015,you ' re right ! that did cheer me up !
1016,you can not do this .
1017,"do what , do what ?"
1018,roger wants to take her out tomorrow night .
1019,no ! phoebes ! don ' t you remember why you dumped the guy ?
1020,"cause he was creepy , and mean , and a little frightening . alright , still , it ' s nice to have a date on valentine ' s day !"
1021,"but phoebe , you can go out with a creepy guy any night of the year . i know i do ."
1022,"well , what are you guys doing tomorrow night ?"
1023,"okay , okay , i checked ."
1024,"we have : earl grey , english breakfast , cinnamon stick , camomile , mint medley , blackberry , and . oh , wait , there ' s one more , um ."
1025,lemon soother .
1026,"you ' re not the guy that asked for the tea , are you ?"
1027,okay .
1028,damn
1029,"hey , you ' re back !"
1030,hey .
1031,how was your conference ?
1032,"it was terrible . i fought with my colleagues y ' know , the entire time . are you kidding with this ? ( throws away another"
1033,"oh , so your weekend was a total bust ?"
1034,"uh , no , i got to see donald trump waiting for an elevator ."
1035,hi !
1036,"hey , you ' re back too !"
1037,"yeah . umm , chandler can i talk to you outside for a second ?"
1038,"hey , how was your chef thing ?"
1039,"oh , it was awful . i guess some people just don ' t appreciate really good food ."
1040,well hello !
1041,where have you been ?
1042,the doctor .
1043,is everything okay ?
1044,"oh yes ! just had me a little nubbin - ectomy . yep ! two nipples , no waiting ."
1045,wow ! it ' s like rachel in high school .
1046,what !
1047,"come on ! come on , i was kidding ! it was such an obvious joke !"
1048,"that was an obvious joke , and i didn ' t think of it ."
1049,why didn ' t i think of it ?
1050,the source of all my powers .
1051,"oh dear god , what have i done !"
1052,"oh , i thought you weren ' t coming . what ? where were you ?"
1053,"come here , come here . okay , don ' t get mad , okay ."
1054,"okay , don ' t give me a reason to get mad , okay"
1055,"i played smelly cat for the people at my old ad agency , they went nuts ."
1056,"no , look , i told you that i didn ' t want you to try and sell it , and you just , you big fat did it anyway ."
1057,"god , y ' know what , i think five years ago i probably would ' ve done anything to play with you but , i can do it by myself ."
1058,and if i can ' t trust you then just forget it .
1059,"no , no , i don ' t want to forget it ."
1060,okay y ' know what you have to choose .
1061,"all right , if - if the most important thing on the planet to you is this cat poopy thing then , okay you can have smelly cat , but we won ' t be partners ."
1062,so what ' s it gonna be ?
1063,"mail call , rachel green , bunk seven ."
1064,"thank you . oh , cool ! free sample of coffee !"
1065,oh good ! ' cause where else would we get any ?
1066,oh . right . . oh great .
1067,what is it ?
1068,country club newsletter .
1069,my mother sends me the engagement notices for ' inspiration . '
1070,oh my god !
1071,"oh my god , it ' s barry and mindy !"
1072,barry who you almost ?
1073,barry who i almost .
1074,"and mindy , your maid of ?"
1075,"mindy , my maid of . oh !"
1076,"that ' s mindy ? wow , she is pretty . lucky . to have had a friend like you ."
1077,"well , that ' s the best kiss i ' ve had with anyone i ' ve ever met in a men ' s room ."
1078,"actually , me too ."
1079,"op , foot in a puddle , foot all in a puddle ."
1080,"oh damn , i hate that ."
1081,"yeah , we ' re gonna have to get you out of those shoes ."
1082,"oh , don ' t worry about it ."
1083,"no , really you ' re gonna freeze ."
1084,"no , i ' m not ."
1085,"you ' re not , what do you , what do you got a bionic foot ?"
1086,"some day , maybe ."
1087,"ok , listen i ' ve been on sets before , so let me give you a little advice , alright ?"
1088,"it ' s a show , but we ' re just dancing , ok ?"
1089,it ' s no big deal .
1090,the important thing to remember ? stay cool .
1091,got it !
1092,oh my god it ' s just like i dreamed it !
1093,"ok , everyone gather up ."
1094,scuse us
1095,"here ' s what ' s gonna happen . the music ' s gonna start , you ' re gonna dance , we ' re gonna tape , you don ' t look at the camera . any questions ?"
1096,"yeah , i have a question . when is this gonna air ?"
1097,"uh , yeah ."
1098,"now you guys dance over there , you guys over there , and i want you two right around here , and everyone else spread out ."
1099,ross ! so when is it gonna air ?
1100,"no , no , no . i ' m sorry . it ' s """
1101,"smelly cat , smel - ly cat"
1102,better . yeah .
1103,yeah ?
1104,"yeah , much better . and you know what , don ' t feel bad , because it ' s a hard song ."
1105,yeah .
1106,you wanna try it again ?
1107,yeah . from the top ?
1108,"ok , there is no top . that ' s the beauty of smelly cat . um , why don ' t you just follow me ?"
1109,ok .
1110,m hm .
1111,that ' s too much . sorry .
1112,oh my god !
1113,"i know ! monica ' s gonna have a baby ! hey , can this count as her something new ?"
1114,oh my god !
1115,"hey , do you think this is why chandler took off ?"
1116,"no , she had to have just taken that test because i took out the trash last night ."
1117,"oh god , this is turning into the worst wedding day ever ! the bride is pregnant . the groom is missing . and i ' m still holding this ."
1118,"okay phoebe , we cannot tell anyone about this ."
1119,right .
1120,okay ?
1121,"yeah , okay . hey , wait . do you know what kind of birth control she was using ?"
1122,no . why ?
1123,"just for the future , this is hardly a commercial for it ."
1124,morning .
1125,"morning , hey , you made pancakes ?"
1126,"yeah , like there ' s any way i could ever do that ."
1127,"monica and rachel had syrup , now i can get my man to cheer up . good morning joey ."
1128,good morning .
1129,"hey , you know what , here ' s a thought . why don ' t you stay home from work today and just hang out with me ."
1130,"oh , i wish . look , honey , you have that report to finish , and i gotta go see my lawyer ."
1131,"so i told carl , ' nobody , no matter how famous their parents are , nobody is allowed to climb on the dinosaur . ' but of course this went in one ear and out ."
1132,i love how he cares so much about stuff . if i squint i can pretend he ' s alan alda .
1133,"oh good , another dinosaur story . when are those gonna become extinct ?"
1134,if i was a superhero who could fly
1135,what does rachel see in this guy ? i love rachel . i wish she was my wife .
1136,who ' s singing ?
1137,i cannot believe i ' m gonna meet jessica ashley !
1138,okay wait - wait p - please be cool ! okay ? i work with this woman .
1139,"okay , i ' m totally cool !"
1140,come in .
1141,hey jessica .
1142,hey jess .
1143,"ah , this is my friend rachel ."
1144,hi .
1145,sup ?
1146,"uh listen , here ' s your soapie . i accepted it for ya ."
1147,oh my god ! i won ! do you have any idea what this means !
1148,"well , that - that - that ' s it ? you ' re gonna , you ' re gonna put it on your shelf or anything ?"
1149,why ?
1150,you stole my moves .
1151,just because you ' re not in love with the guy you can ' t
1152,"wow , you told your dad the truth ."
1153,about an hour ago .
1154,wanna go see a movie ?
1155,yes ! bye daddy .
1156,there ' s gonna be a wedding !
1157,that ' s unacceptable rachel !
1158,what the hell does love have to do with it anyway !
1159,there are more important things in a marriage other than love !
1160,constantly thinking about things !
1161,you have to think about the consequences of your decision .
1162,hey ! i do too think about the consequences of my decisions ! what gives you the right to ? go to hell ! stupid guy on my phone .
1163,"oh , and then , we got into this big , stupid fight ."
1164,"i just , it was awful ."
1165,"i told him he treats me like a park ranger , or something , oh and then i told him i wanted to take a break , i don ' t want to take a break ."
1166,wow . i ' m sorry . eggroll ?
1167,"okay , so it doesn ' t involve ross or rachel or chandler or joey . but , what about pete ?"
1168,no !
1169,what is it ! what about pete ?
1170,i don ' t know !
1171,"okay , i feel like i ' m talking to lassie . all right , phoebe would you just tell me !"
1172,i can ' t !
1173,"okay , i gotta go ."
1174,"i , but you ' re so close ! no !"
1175,"okay , does it involve something to do with pete ' s computer company ?"
1176,"oh , just go . you ' re never gonna get it !"
1177,hi .
1178,hey !
1179,why is phoebe singing to carl mulden ?
1180,"ooh , y ' know what , i think it ' s time for puppy to go out again . come on , let ' s go to the balcony ."
1181,what !
1182,"umm , the street . come on , let ' s go to the street . ooh , listen , don ' t go onto the balcony until after i get back ."
1183,"so , did you do it ?"
1184,i - i think we have too .
1185,okay . bye .
1186,bye . are you still out there ?
1187,no .
1188,i don ' t believe this !
1189,"wow , look at this refrigerator !"
1190,it ' s gigantic !
1191,i mean i could live in this thing !
1192,"i ' d be cold , but i ' m always cold ."
1193,"oh my god , look at these spider burners !"
1194,i love spider burners .
1195,"yeah , yeah ."
1196,"he ' s got a , he ' s got a really bad cough , and our vet , he can ' t do anything about it ."
1197,is there something you can do ?
1198,"hmm , let me see . let me see . do you think you could get him to eat a bat ?"
1199,slides are almost ready .
1200,"yeah . ooh , i know what this is missing ! alcohol !"
1201,"uh okay , well there ' s - there ' s wine in the kitchen ."
1202,oh great !
1203,hello ?
1204,"o - okay , rach calm - calm down , okay ? she - she ' s really upset we ' re just talking ."
1205,"ooh , your brother . score !"
1206,what ' s up ?
1207,"oh , i ' m just over here with ben . i thought we ' d say hi ."
1208,"oh , put him on !"
1209,"ben , say hi to aunt monica ."
1210,"oh , i guess he doesn ' t feel like talking right now ."
1211,he ' s smiling though !
1212,"okay , talk to you later ."
1213,"oh god , i really had a good time !"
1214,"yeah , me too . so , i guess this is it ."
1215,"yeah . umm , unless you wanna come inside ?"
1216,yeah !
1217,i will find a selfless good deed !
1218,cause i just gave birth to three children and i will not let them be raised in a world where joey is right !
1219,"hey , monica ? can i ask you a cooking question ?"
1220,sure !
1221,"if you ' re cooking on the stove , does that mean that your new secret boyfriend is better in bed than richard ?"
1222,chandler ! is he ?
1223,"well , y ' know i - i - i think i ' m gonna respect the privacy of my new secret boyfriend ."
1224,why ! i mean if this guy was
1225,you look cute in bubbles .
1226,"ehh , you ' re just liquored up ."
1227,"hey , it ' s me ! i ' m comin ' in !"
1228,"i ' ve had a very long , hard day ."
1229,"ahh , i ' m gonna go get some chicken . want some ?"
1230,"ahh , no thanks . no chicken , bye - bye then ."
1231,okay .
1232,you sure ? some extra crispy ? dirty rice ? beans ?
1233,"for the last time no ! get out ! get out , joey !"
1234,all right !
1235,"are you okay ? i ' m so sorry , he wouldn ' t leave . he kept asking me about chicken ."
1236,chicken ? i could eat some chicken .
1237,hey joe !
1238,"yeah , can i get a 3 - piece , some cole slaw , some beans , and a coke - ( yelps in"
1239,hi !
1240,hey !
1241,"yeah , maybe if you gave this girl a chance it would go somewhere ."
1242,"look , i ' m sorry you guys , i - i just don ' t think so ."
1243,whatever .
1244,fine .
1245,"hey , don ' t start judging me !"
1246,huh ?
1247,you ' re the one who ' s in love with her assistant !
1248,huh ?
1249,"and you , you ' re the one having the affair with the guy who keeps the pigeons on the roof !"
1250,phoebe !
1251,secret
1252,i swear i didn ' t know she was a hooker ! i mean wh ' did you let her smoke in here ?
1253,"her ass print is still on your grandmother ' s quilt , do you really want to talk about smoking ?"
1254,"y ' know what ? i ' m gonna make this up to you . i promised you a stripper , and you ' re gonna get a stripper ."
1255,monica ! wait !
1256,what ?
1257,carry on .
1258,"ooh , these tennis shoes are so tight . i think i ' ll take them off ."
1259,"okay , now would you say that that ' s more than 50 yards away from sting , his wife , or a member of his family ?"
1260,yeah .
1261,then that ' s not breaking the law ! i ' m there !
1262,"hey ! now , we ' re not actually gonna be sleeping in her , but do you mind ?"
1263,"okay , now let ' s decide who has the nicest ass ."
1264,and there you go !
1265,"oh , yeah !"
1266,chandler !
1267,at least let me smoke it to the good part .
1268,"okay . oh , no !"
1269,"what , what ' s it , what ' s going on ?"
1270,"yeah , this has happened before ."
1271,so you know how to fix it ?
1272,yep . put more gas in .
1273,hi rachel !
1274,hi !
1275,come on in .
1276,it ' s really nice to see you again .
1277,thank you .
1278,"oh rachel , uhh"
1279,what ?
1280,just ah
1281,excuse me ?
1282,here let me
1283,wh - whoa !
1284,"all right , okay - okay , i see , i see what ' s going on here !"
1285,"now listen , look - look , i ' m sorry if i gave you the wrong impression , but i am"
1286,"god , this was really fun ! i ' ve been wondering if you were going to ask me out ."
1287,"so you uh , still wondering ?"
1288,"no , we just went out ."
1289,you ' re smart . i like that .
1290,"oh , candles ! what is that ? a blanket ? a video camera ? oh my god !"
1291,"oh no - no - no - no , wait - wait - wait !"
1292,i can ' t believe you thought that you were going to video tape us having sex on the first date !
1293,hiya .
1294,"joey , is what she just said umm oh my god . you were actually gonna"
1295,what is going on here ?
1296,"and with chandler in the next room . what are you , what are you sick ?"
1297,"i ' m joey . i mean , i ' m disgusting . i make low - budget adult films ."
1298,here ? in the hall ? what are we animals ?
1299,"well honey , i ' m late for a meeting . so can you just make it quick ?"
1300,"okay umm , i just came by to tell you that i want to have dinner with you tonight . that ' s all ."
1301,sure ! that sounds great ! just leave me a message and tell me where to meet you . okay ?
1302,okay .
1303,that ' s good .
1304,"okay , that give you a couple hours to prepare what you ' re gonna say ."
1305,good .
1306,yeah .
1307,don ' t you people ever knock ?
1308,!
1309,"not to shabby , i got this all off myself using my wife ' s tools . oh my god !"
1310,how did you get in there !
1311,you ' re messy .
1312,oh no ! you weren ' t supposed to see this !
1313,i married fred sanford !
1314,"no chandler , you don ' t understand ! ( chandler starts singing the theme for"
1315,"no , honey you ' re not sick ! look , i don ' t love you because you ' re organized , i love you in spite of that ."
1316,really ? you promise you won ' t tell anyone ?
1317,"yes ! and look , now that i know if i got some extra stuff lying around can we , can we share the closet ."
1318,"well . it ' s just umm , i ' m afraid you might mess it up ."
1319,"okay , phoebe , honey , you gotta be kidding . i mean , you"
1320,"why not ! maybe i can , you don ' t know !"
1321,"yes ! yes ! yes , i do ! i do know ! frank and alice are gonna want to keep"
1322,maybe not !
1323,y ' know ?
1324,"seriously , three babies are a handful maybe they ' re y ' know , looking for a chance to unload one of them ."
1325,"listen , i - i hate to miss an opportunity just because i didn ' t"
1326,"phoebe , no ! this is , this is insane ."
1327,"oh , just ask him !"
1328,me !
1329,i
1330,no ! forget it ! i am
1331,you ' re right .
1332,tell him it ' s for you .
1333,a
1334,eww !
1335,"i know ! i know , i opened it up and there it was , just floating in there , like this tiny little hitch - hiker !"
1336,huh !
1337,"but i figured , you know , that shouldn ' t change anything . i mean , what the hell does it matter how old we are ."
1338,"uh , listen um , as long as we ' re telling stuff , uh , i have another one for you ."
1339,i ' m a little younger than i said .
1340,you ' re not a senior ?
1341,"oh , i ' m a senior . in high school ."
1342,ok . ay .
1343,what the hell happened !
1344,i am so - so - so sorry .
1345,i was gonna do it !
1346,really !
1347,"but i was standing there with 327 dollars in one hand and 238 dollars in the other hand , and i was thinking , "" wow !"
1348,"it ' s been a long time since i had ? 327 + 238 dollars ! """
1349,"joey , we had a deal . that - that ' s why you ' re here ! i ' ve got to fire you !"
1350,and i gotta pay rent !
1351,"look , how - how about this ?"
1352,"you don ' t fire me , instead i stay here , i gain their trust , and they ' ll start listening to all the nice things i ' ve been saying about you ."
1353,what kinda things have you been saying ?
1354,"well nothing yet , they really hate you and i want to fit in ."
1355,morning . you wanted to see me ?
1356,"please , come in . have a seat ."
1357,okay look mr . zelner
1358,oh i think it ' s best that i speak first .
1359,yeah .
1360,i ' ve asked lee from human resources to be here as a witness to our conversation .
1361,oh god .
1362,if i in any way implied that i wanted to buy your baby ? i am sorry .
1363,okay ?
1364,"last week when i asked you when your due date was uh , i certainly did not mean that i felt that"
1365,"so ah , whatcha watching ?"
1366,baywatch .
1367,what ' s it about ?
1368,lifeguards .
1369,"well , it sounds kinda stupid . who ' s she ?"
1370,nicole eggert . you ' ll like her .
1371,wow ! look at them run .
1372,"they do that a lot . hey , you want a beer ?"
1373,"yeah , i ' ll go get one ."
1374,"no , no , no , don ' t get up , i got a cooler right here ."
1375,bing !
1376,oww !
1377,game !
1378,"well , i gotta tell ya bing ; that partner of yours is a real tiger . are you all right sweethart ?"
1379,i ' m not all right .
1380,"well , if you really wanna know , i ' m ? oh ! i can ' t tell you this ."
1381,"phoebe , it ' s me . you can tell me anything ."
1382,well actually you ' re the one person i can ' t tell this too . and the one person i want to the most .
1383,what ' s going on ?
1384,"i think it ' s just y ' know that i haven ' t been with a guy in so long and how sometimes you ' re looking for something and you just don ' t even see that it ' s right there in front of you sipping coffee ? oh no , have i said to much ?"
